# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-O" "-t" "gene" "-g" "ID" "-a" "genome/s_aureus_USA300.gff3" "-o" "counts/counts.txt" "mapped_reads/fm_1.bam" "mapped_reads/fm_2.bam" "mapped_reads/fm_3.bam" "mapped_reads/fm_4.bam" "mapped_reads/m_1.bam" "mapped_reads/m_2.bam" "mapped_reads/m_3.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped_reads/fm_1.bam	mapped_reads/fm_2.bam	mapped_reads/fm_3.bam	mapped_reads/fm_4.bam	mapped_reads/m_1.bam	mapped_reads/m_2.bam	mapped_reads/m_3.bam
gene-SAOUHSC_00984	NC_007795.1	955930	956733	+	804	95	43	39	21	81	59	280
gene-SAOUHSC_00985	NC_007795.1	956726	957547	+	822	1312	190	84	334	314	422	2184
gene-SAOUHSC_00986	NC_007795.1	957786	958115	-	330	29	0	8	0	6	0	2
gene-SAOUHSC_00987	NC_007795.1	958153	959334	-	1182	183	10	80	2	37	12	125
gene-SAOUHSC_00988	NC_007795.1	959416	960426	-	1011	430	20	35	18	42	36	20
gene-SAOUHSC_00989	NC_007795.1	960954	962108	-	1155	114	8	26	6	52	24	198
gene-SAOUHSC_00991	NC_007795.1	962304	963314	-	1011	0	24	12	6	44	14	4
gene-SAOUHSC_00992	NC_007795.1	963467	963886	+	420	0	4	0	16	12	2	0
gene-SAOUHSC_00993	NC_007795.1	963913	964023	+	111	0	0	0	3	0	0	0
gene-SAOUHSC_00994	NC_007795.1	964093	967863	-	3771	4220	643	1311	8213	3944	3705	18674
gene-SAOUHSC_00995	NC_007795.1	968091	968525	-	435	2	0	14	1	2	12	7
gene-SAOUHSC_00996	NC_007795.1	968680	969150	-	471	111	16	54	36	88	28	136
gene-SAOUHSC_00997	NC_007795.1	969198	970415	-	1218	209	33	85	63	66	27	591
gene-SAOUHSC_00998	NC_007795.1	970866	972059	+	1194	10	0	0	0	0	0	14
gene-SAOUHSC_00999	NC_007795.1	972596	972874	-	279	1690	177	548	724	746	412	1829
gene-SAOUHSC_01000	NC_007795.1	972883	973488	-	606	2767	446	1357	1103	1367	821	4939
gene-SAOUHSC_01001	NC_007795.1	973478	975466	-	1989	9524	1984	5416	5192	6670	4440	28279
gene-SAOUHSC_01002	NC_007795.1	975466	976566	-	1101	3948	625	1646	1858	2005	1279	8930
gene-SAOUHSC_01003	NC_007795.1	976868	976990	+	123	0	10	0	0	0	0	0
gene-SAOUHSC_01005	NC_007795.1	977138	977455	-	318	74	12	50	0	12	13	125
gene-SAOUHSC_01007	NC_007795.1	978261	979121	-	861	1612	437	519	1401	1497	532	1816
gene-SAOUHSC_01008	NC_007795.1	979385	979804	+	420	178	0	12	101	101	53	49
gene-SAOUHSC_01009	NC_007795.1	979791	980915	+	1125	59	2	34	45	53	26	75
gene-SAOUHSC_01010	NC_007795.1	980919	981623	+	705	18	6	14	1	5	2	44
gene-SAOUHSC_01011	NC_007795.1	981623	981886	+	264	20	14	46	9	6	4	29
gene-SAOUHSC_01012	NC_007795.1	981888	982559	+	672	62	14	48	34	38	26	14
gene-SAOUHSC_01013	NC_007795.1	982552	984741	+	2190	378	52	551	152	108	236	400
gene-SAOUHSC_01014	NC_007795.1	984720	986204	+	1485	663	82	518	298	221	753	545
gene-SAOUHSC_01015	NC_007795.1	986197	987225	+	1029	216	4	117	56	82	99	227
gene-SAOUHSC_01016	NC_007795.1	987228	987794	+	567	99	8	134	16	34	39	97
gene-SAOUHSC_01017	NC_007795.1	987809	989287	+	1479	870	170	598	300	458	209	442
gene-SAOUHSC_01018	NC_007795.1	989309	990556	+	1248	167	62	269	99	82	94	223
gene-SAOUHSC_01019	NC_007795.1	990821	991627	-	807	8	16	46	8	14	22	68
gene-SAOUHSC_01021	NC_007795.1	991620	993020	-	1401	604	100	389	206	169	346	1394
gene-SAOUHSC_01022	NC_007795.1	993035	993610	-	576	112	42	116	50	63	89	343
gene-SAOUHSC_01023	NC_007795.1	993974	994093	+	120	38	4	0	14	6	0	0
gene-SAOUHSC_01024	NC_007795.1	994194	994328	-	135	0	4	4	0	0	0	0
gene-SAOUHSC_01025	NC_007795.1	994480	995775	+	1296	610	282	1078	129	302	342	976
gene-SAOUHSC_01026	NC_007795.1	996200	997372	+	1173	117	60	220	36	54	95	136
gene-SAOUHSC_01027	NC_007795.1	997426	997968	+	543	29	24	39	30	22	14	119
gene-SAOUHSC_01028	NC_007795.1	998122	998388	+	267	294	58	251	201	217	127	407
gene-SAOUHSC_01029	NC_007795.1	998391	1000109	+	1719	3943	545	3015	1369	1567	1776	3750
gene-SAOUHSC_01030	NC_007795.1	1000346	1000579	-	234	3	0	0	0	0	0	0
gene-SAOUHSC_01031	NC_007795.1	1000777	1002138	+	1362	112	52	105	44	89	208	246
gene-SAOUHSC_01032	NC_007795.1	1002135	1003154	+	1020	194	123	464	60	172	235	84
gene-SAOUHSC_01034	NC_007795.1	1003287	1003949	+	663	139	76	38	66	153	66	183
gene-SAOUHSC_A00992	NC_007795.1	1003967	1004122	+	156	28	21	35	88	99	9	234
gene-SAOUHSC_01035	NC_007795.1	1004298	1005995	-	1698	1773	530	635	659	1200	571	3942
gene-SAOUHSC_01036	NC_007795.1	1005995	1006213	-	219	11	3	11	7	14	5	83
gene-SAOUHSC_01037	NC_007795.1	1006242	1006364	-	123	0	0	0	0	0	0	0
gene-SAOUHSC_01038	NC_007795.1	1006694	1007245	-	552	54	0	30	10	20	14	29
gene-SAOUHSC_01039	NC_007795.1	1007610	1008236	+	627	12	12	18	2	12	10	6
gene-SAOUHSC_01040	NC_007795.1	1008407	1009519	+	1113	14481	3420	4110	14085	7916	9183	27984
gene-SAOUHSC_01041	NC_007795.1	1009523	1010500	+	978	9410	2316	7002	10192	4958	6726	22455
gene-SAOUHSC_01042	NC_007795.1	1010591	1011883	+	1293	36432	9187	21211	31722	26222	27028	78379
gene-SAOUHSC_01043	NC_007795.1	1011887	1013293	+	1407	56473	18504	22769	43364	35666	20437	74518
gene-SAOUHSC_01044	NC_007795.1	1013461	1013736	+	276	0	0	0	0	0	2	0
gene-SAOUHSC_01045	NC_007795.1	1013880	1014419	+	540	0	0	14	0	0	0	0
gene-SAOUHSC_01046	NC_007795.1	1014432	1015526	+	1095	13	0	22	6	12	8	12
gene-SAOUHSC_01047	NC_007795.1	1015519	1016316	+	798	2	0	12	0	5	0	4
gene-SAOUHSC_01048	NC_007795.1	1016322	1017131	+	810	4	0	12	7	0	5	0
gene-SAOUHSC_01049	NC_007795.1	1017131	1018204	+	1074	136	10	66	69	48	44	73
gene-SAOUHSC_01050	NC_007795.1	1018278	1019297	+	1020	1947	762	1759	798	1397	663	1456
gene-SAOUHSC_01051	NC_007795.1	1019580	1019999	+	420	51	1	9	10	19	12	6
gene-SAOUHSC_01053	NC_007795.1	1020081	1021433	-	1353	976	96	256	322	559	766	708
gene-SAOUHSC_01054	NC_007795.1	1021617	1022231	-	615	58	16	22	8	26	15	44
gene-SAOUHSC_01055	NC_007795.1	1022388	1023215	+	828	849	147	232	590	607	237	661
gene-SAOUHSC_01055a	NC_007795.1	1023369	1023560	-	192	22	26	27	18	20	26	9
gene-SAOUHSC_01058	NC_007795.1	1023662	1025509	+	1848	133	26	31	47	82	14	246
gene-SAOUHSC_01060	NC_007795.1	1025649	1025816	-	168	23	1	8	4	12	10	14
gene-SAOUHSC_01061	NC_007795.1	1025818	1026300	-	483	57	7	12	16	18	7	50
gene-SAOUHSC_01062	NC_007795.1	1026441	1026716	+	276	42	6	20	2	34	58	36
gene-SAOUHSC_01063	NC_007795.1	1027030	1028256	+	1227	58	38	164	72	176	74	274
gene-SAOUHSC_01064	NC_007795.1	1028810	1032262	+	3453	1696	168	698	660	1022	842	3140
gene-SAOUHSC_01065	NC_007795.1	1032402	1033472	-	1071	408	90	108	176	266	190	632
gene-SAOUHSC_01066	NC_007795.1	1033753	1034664	+	912	404	76	123	158	330	147	731
gene-SAOUHSC_01067	NC_007795.1	1034689	1035150	+	462	10	9	50	12	22	7	15
gene-SAOUHSC_01068	NC_007795.1	1035362	1035565	+	204	12	14	20	15	10	10	13
gene-SAOUHSC_01069	NC_007795.1	1035477	1036514	+	1038	182	30	128	33	76	84	142
gene-SAOUHSC_01070	NC_007795.1	1036530	1036964	+	435	64	16	42	19	26	6	66
gene-SAOUHSC_01071	NC_007795.1	1037027	1037953	-	927	42	4	8	30	27	20	116
gene-SAOUHSC_01072	NC_007795.1	1038192	1038446	+	255	0	0	0	0	1	6	0
gene-SAOUHSC_01073	NC_007795.1	1038449	1038838	-	390	5	0	6	0	20	17	1
gene-SAOUHSC_01074	NC_007795.1	1038980	1039450	+	471	11	16	84	6	29	44	32
gene-SAOUHSC_01075	NC_007795.1	1039452	1039934	+	483	16	4	12	3	13	16	17
gene-SAOUHSC_01076	NC_007795.1	1039996	1041135	-	1140	81	30	11	5	5	32	26
gene-SAOUHSC_01077	NC_007795.1	1041262	1041819	+	558	112	20	49	76	58	40	292
gene-SAOUHSC_01079	NC_007795.1	1042227	1044164	-	1938	0	0	0	0	4	0	0
gene-SAOUHSC_01081	NC_007795.1	1044368	1045420	-	1053	0	0	6	0	0	0	18
gene-SAOUHSC_01082	NC_007795.1	1045629	1046312	+	684	2	3	8	0	0	0	6
gene-SAOUHSC_01084	NC_007795.1	1046312	1047388	+	1077	10	0	0	0	0	0	7
gene-SAOUHSC_01085	NC_007795.1	1047415	1048263	+	849	0	2	8	0	0	2	6
gene-SAOUHSC_01086	NC_007795.1	1048276	1049052	+	777	2	0	16	0	0	0	1
gene-SAOUHSC_01087	NC_007795.1	1048947	1049240	+	294	0	0	0	0	0	4	0
gene-SAOUHSC_01088	NC_007795.1	1049302	1050036	+	735	0	0	0	0	0	2	0
gene-SAOUHSC_01089	NC_007795.1	1050055	1050378	+	324	0	1	0	0	0	0	0
gene-SAOUHSC_01090	NC_007795.1	1050415	1050522	+	108	0	1	0	0	0	0	0
gene-SAOUHSC_01091	NC_007795.1	1050762	1051502	+	741	18	6	19	6	2	23	4
gene-SAOUHSC_01092	NC_007795.1	1051883	1052941	+	1059	2	0	13	0	3	6	2
gene-SAOUHSC_01093	NC_007795.1	1052941	1055343	+	2403	190	30	131	174	80	58	428
gene-SAOUHSC_01095	NC_007795.1	1055514	1056452	-	939	18	2	0	6	10	0	23
gene-SAOUHSC_01096	NC_007795.1	1056822	1057082	+	261	18	1	4	0	2	0	20
gene-SAOUHSC_01097	NC_007795.1	1057090	1057611	+	522	14	28	64	6	24	22	27
gene-SAOUHSC_01098	NC_007795.1	1057684	1059396	+	1713	384	70	210	169	116	183	278
gene-SAOUHSC_01099	NC_007795.1	1059406	1061754	+	2349	467	103	248	374	251	176	526
gene-SAOUHSC_01100	NC_007795.1	1061927	1062241	+	315	436	28	74	66	62	46	232
gene-SAOUHSC_01101	NC_007795.1	1062304	1062399	-	96	31	0	0	1	2	1	0
gene-SAOUHSC_01102	NC_007795.1	1062565	1064346	+	1782	228	48	155	60	110	57	237
gene-SAOUHSC_01103	NC_007795.1	1064670	1065284	+	615	160	28	276	62	207	138	368
gene-SAOUHSC_01104	NC_007795.1	1065336	1067102	+	1767	33098	6548	8178	18461	25755	10318	22236
gene-SAOUHSC_01105	NC_007795.1	1067102	1067917	+	816	12449	1403	2304	3114	5025	3406	9485
gene-SAOUHSC_01106	NC_007795.1	1068153	1068953	+	801	617	54	567	140	312	169	1056
gene-SAOUHSC_01107	NC_007795.1	1068965	1069552	+	588	315	50	758	54	191	161	474
gene-SAOUHSC_01108	NC_007795.1	1069545	1070048	+	504	160	36	436	23	112	86	180
gene-SAOUHSC_01109	NC_007795.1	1070176	1070343	+	168	0	0	0	0	0	0	0
gene-SAOUHSC_01110	NC_007795.1	1070537	1070866	+	330	26	2	132	0	0	6	172
gene-SAOUHSC_01111	NC_007795.1	1071183	1071275	-	93	6	0	4	0	0	0	0
gene-SAOUHSC_01112	NC_007795.1	1071235	1071636	-	402	6	1	4	0	0	0	0
gene-SAOUHSC_01113	NC_007795.1	1072308	1072814	+	507	6	14	2	0	2	0	10
gene-SAOUHSC_01114	NC_007795.1	1073073	1073570	+	498	7	0	0	0	0	8	5
gene-SAOUHSC_01115	NC_007795.1	1073724	1074074	+	351	18	0	6	0	2	2	23
gene-SAOUHSC_01118	NC_007795.1	1074500	1074745	+	246	78	14	0	137	16	2	10
gene-SAOUHSC_01119	NC_007795.1	1074896	1075081	-	186	0	0	4	0	0	0	0
gene-SAOUHSC_A01081	NC_007795.1	1075291	1075509	-	219	0	0	20	0	0	0	0
gene-SAOUHSC_01120	NC_007795.1	1075703	1075936	-	234	6	0	8	0	6	0	2
gene-SAOUHSC_01121	NC_007795.1	1076413	1077372	-	960	96	2	82	12	20	8	160
gene-SAOUHSC_01122	NC_007795.1	1078045	1078191	+	147	0	0	17	0	0	0	0
gene-SAOUHSC_01123	NC_007795.1	1078148	1078372	+	225	0	0	20	0	0	0	0
gene-SAOUHSC_01124	NC_007795.1	1078816	1079532	-	717	6	2	44	0	1	7	47
gene-SAOUHSC_01125	NC_007795.1	1079640	1080365	-	726	2	2	12	0	6	0	6
gene-SAOUHSC_01127	NC_007795.1	1080460	1081185	-	726	0	0	12	0	4	10	6
gene-SAOUHSC_01128	NC_007795.1	1081623	1082624	+	1002	2	0	18	0	0	2	8
gene-SAOUHSC_01129	NC_007795.1	1082647	1083579	+	933	4	4	0	26	8	8	30
gene-SAOUHSC_01130	NC_007795.1	1083817	1085307	+	1491	159	50	110	58	68	64	183
gene-SAOUHSC_01131	NC_007795.1	1085615	1085842	+	228	1	0	0	1	0	0	0
gene-SAOUHSC_01133	NC_007795.1	1086147	1087094	-	948	51	20	44	16	14	36	85
gene-SAOUHSC_01134	NC_007795.1	1087343	1087531	+	189	0	0	0	0	0	0	0
gene-SAOUHSC_T0006	NC_007795.1	1088006	1088079	-	74	15	6	4	2	2	0	0
gene-SAOUHSC_01135	NC_007795.1	1088443	1088577	+	135	2	0	16	4	1	0	0
gene-SAOUHSC_01136	NC_007795.1	1088634	1088768	+	135	0	0	0	4	2	0	2
gene-SAOUHSC_01137	NC_007795.1	1088892	1089587	+	696	68	37	70	32	65	39	142
gene-SAOUHSC_01138	NC_007795.1	1089696	1090136	-	441	232	68	218	122	203	150	782
gene-SAOUHSC_01139	NC_007795.1	1090331	1090558	+	228	29	14	3	2	22	19	33
gene-SAOUHSC_01141	NC_007795.1	1090750	1091952	+	1203	194	50	128	58	118	120	581
gene-SAOUHSC_01142	NC_007795.1	1092096	1092527	+	432	1928	672	1931	1276	899	965	5921
gene-SAOUHSC_01143	NC_007795.1	1092564	1093478	+	915	1267	466	1451	827	615	414	3077
gene-SAOUHSC_01144	NC_007795.1	1093492	1093893	+	402	2	2	0	6	4	2	4
gene-SAOUHSC_01145	NC_007795.1	1093874	1096108	+	2235	746	102	216	322	364	214	1089
gene-SAOUHSC_01146	NC_007795.1	1096400	1097365	+	966	12	16	0	2	2	0	4
gene-SAOUHSC_01147	NC_007795.1	1097367	1098716	+	1350	184	42	94	90	36	86	269
gene-SAOUHSC_01148	NC_007795.1	1098732	1100051	+	1320	201	50	414	163	171	135	668
gene-SAOUHSC_01149	NC_007795.1	1100157	1101569	+	1413	1042	401	1634	436	606	489	1687
gene-SAOUHSC_01150	NC_007795.1	1101602	1102774	+	1173	1532	172	460	505	672	445	1738
gene-SAOUHSC_01152	NC_007795.1	1103160	1103825	+	666	252	40	24	52	86	97	77
gene-SAOUHSC_01153	NC_007795.1	1103849	1104517	+	669	966	1086	1456	357	986	920	1759
gene-SAOUHSC_01154	NC_007795.1	1104514	1105077	+	564	768	324	423	236	423	436	1260
gene-SAOUHSC_01155	NC_007795.1	1105089	1105379	+	291	20	23	48	12	31	42	83
gene-SAOUHSC_01156	NC_007795.1	1105462	1106268	+	807	18	0	0	0	0	2	8
gene-SAOUHSC_01158	NC_007795.1	1106292	1106909	+	618	1086	82	16	1052	651	78	502
gene-SAOUHSC_01159	NC_007795.1	1107130	1109883	+	2754	130	46	84	140	79	90	186
gene-SAOUHSC_01160	NC_007795.1	1110173	1110970	+	798	6	14	6	12	0	4	20
gene-SAOUHSC_01162	NC_007795.1	1111794	1112285	+	492	8	8	26	4	0	6	10
gene-SAOUHSC_01163	NC_007795.1	1112285	1113202	+	918	406	92	137	213	293	311	310
gene-SAOUHSC_01164	NC_007795.1	1113602	1114129	+	528	22	0	0	0	18	0	20
gene-SAOUHSC_01165	NC_007795.1	1114347	1115654	+	1308	8	8	8	10	82	8	38
gene-SAOUHSC_01166	NC_007795.1	1115682	1116563	+	882	2	0	34	30	58	18	6
gene-SAOUHSC_01168	NC_007795.1	1116581	1117855	+	1275	16	4	8	58	120	5	114
gene-SAOUHSC_01169	NC_007795.1	1117857	1118957	+	1101	26	14	58	20	193	10	100
gene-SAOUHSC_01170	NC_007795.1	1118950	1122123	+	3174	92	12	40	47	232	13	169
gene-SAOUHSC_01171	NC_007795.1	1122233	1122925	+	693	29	6	0	4	62	17	4
gene-SAOUHSC_01172	NC_007795.1	1122925	1123536	+	612	14	6	12	2	49	16	2
gene-SAOUHSC_01173	NC_007795.1	1123566	1123778	+	213	0	0	0	0	0	0	0
gene-SAOUHSC_01174	NC_007795.1	1124215	1124616	+	402	53	4	10	8	8	8	344
gene-SAOUHSC_01175	NC_007795.1	1124879	1126576	-	1698	188	35	84	20	38	70	421
gene-SAOUHSC_01176	NC_007795.1	1126851	1127474	+	624	4	0	8	2	18	2	46
gene-SAOUHSC_01177	NC_007795.1	1127474	1127692	+	219	1	0	0	0	0	0	5
gene-SAOUHSC_01178	NC_007795.1	1127908	1129107	+	1200	81	1	128	84	76	90	312
gene-SAOUHSC_01179	NC_007795.1	1129107	1131515	+	2409	524	210	661	633	684	323	611
gene-SAOUHSC_01180	NC_007795.1	1132021	1132974	+	954	32	0	2	0	0	0	1
gene-SAOUHSC_01181	NC_007795.1	1133137	1133415	-	279	78	72	2	74	30	12	36
gene-SAOUHSC_01182	NC_007795.1	1133639	1134127	+	489	0	0	56	0	4	10	30
gene-SAOUHSC_01183	NC_007795.1	1134120	1135055	+	936	10	10	20	40	54	44	54
gene-SAOUHSC_01184	NC_007795.1	1135052	1136359	+	1308	108	26	60	86	82	108	322
gene-SAOUHSC_01185	NC_007795.1	1136362	1137456	+	1095	49	42	24	48	36	67	144
gene-SAOUHSC_01186	NC_007795.1	1137463	1138206	+	744	49	26	86	22	41	49	74
gene-SAOUHSC_01187	NC_007795.1	1138203	1140197	+	1995	242	24	74	110	139	108	156
gene-SAOUHSC_01188	NC_007795.1	1140425	1141300	+	876	91	38	47	24	40	41	164
gene-SAOUHSC_01189	NC_007795.1	1141301	1141945	+	645	95	28	103	22	88	157	327
gene-SAOUHSC_01190	NC_007795.1	1141952	1142593	+	642	38	36	82	22	41	76	177
gene-SAOUHSC_01191	NC_007795.1	1142974	1143162	-	189	1254	192	320	2108	798	803	5785
gene-SAOUHSC_01192	NC_007795.1	1143605	1143979	+	375	54	12	112	12	42	63	347
gene-SAOUHSC_01193	NC_007795.1	1143994	1145640	+	1647	52	24	156	28	75	34	292
gene-SAOUHSC_01194	NC_007795.1	1145830	1147890	+	2061	390	143	509	129	291	250	1045
gene-SAOUHSC_01196	NC_007795.1	1148093	1148665	+	573	139	71	177	59	103	138	140
gene-SAOUHSC_01197	NC_007795.1	1148670	1149656	+	987	587	112	254	235	424	458	1028
gene-SAOUHSC_01198	NC_007795.1	1149649	1150575	+	927	809	122	165	331	533	402	889
gene-SAOUHSC_01199	NC_007795.1	1150568	1151302	+	735	1094	200	328	452	811	851	804
gene-SAOUHSC_01200	NC_007795.1	1151425	1151523	-	99	84	5	45	20	42	0	262
gene-SAOUHSC_01201	NC_007795.1	1151545	1151778	+	234	2	4	0	5	6	4	18
gene-SAOUHSC_01203	NC_007795.1	1151894	1152625	+	732	2	0	0	1	4	2	0
gene-SAOUHSC_01204	NC_007795.1	1152772	1156338	+	3567	158	18	95	34	74	88	180
gene-SAOUHSC_01205	NC_007795.1	1156338	1157588	+	1251	151	159	78	334	324	119	123
gene-SAOUHSC_01206	NC_007795.1	1157575	1157907	+	333	38	24	0	26	23	8	18
gene-SAOUHSC_01207	NC_007795.1	1157933	1159300	+	1368	2181	388	1076	985	1228	1564	2827
gene-SAOUHSC_01208	NC_007795.1	1159735	1160010	+	276	7	0	2	6	6	6	40
gene-SAOUHSC_01209	NC_007795.1	1160198	1160701	+	504	4	19	28	0	4	45	10
gene-SAOUHSC_01210	NC_007795.1	1160701	1161438	+	738	82	32	87	46	30	77	106
gene-SAOUHSC_01211	NC_007795.1	1161541	1161891	+	351	174	8	88	50	30	30	166
gene-SAOUHSC_01213	NC_007795.1	1162135	1164741	-	2607	286	92	378	62	117	180	259
gene-SAOUHSC_01214	NC_007795.1	1165142	1166026	+	885	18	0	20	2	6	16	10
gene-SAOUHSC_01215	NC_007795.1	1166010	1166777	+	768	95	8	117	33	26	78	121
gene-SAOUHSC_01216	NC_007795.1	1166886	1168052	+	1167	11481	2633	4153	21779	8549	8682	17057
gene-SAOUHSC_01218	NC_007795.1	1168074	1168982	+	909	2299	281	1449	1758	905	1381	3355
gene-SAOUHSC_01219	NC_007795.1	1169209	1170327	+	1119	8	0	2	0	2	0	0
gene-SAOUHSC_01220	NC_007795.1	1170355	1171599	+	1245	0	0	0	0	0	2	0
gene-SAOUHSC_01221	NC_007795.1	1171904	1172644	+	741	8	1	47	0	4	0	2
gene-SAOUHSC_01222	NC_007795.1	1172818	1174893	+	2076	340	14	94	92	94	72	406
gene-SAOUHSC_01223	NC_007795.1	1175049	1176356	+	1308	159	28	56	94	113	200	519
gene-SAOUHSC_01224	NC_007795.1	1176773	1177669	+	897	138	68	219	164	128	126	520
gene-SAOUHSC_01225	NC_007795.1	1177666	1178211	+	546	553	25	118	114	184	376	600
gene-SAOUHSC_01226	NC_007795.1	1178277	1179680	+	1404	2001	1360	3902	2078	2114	1366	6825
gene-SAOUHSC_01228	NC_007795.1	1179705	1180478	+	774	128	90	110	100	130	36	194
gene-SAOUHSC_01230	NC_007795.1	1180529	1180621	+	93	24	0	35	1	16	3	67
gene-SAOUHSC_01233	NC_007795.1	1181622	1181735	+	114	35	4	3	0	2	16	63
gene-SAOUHSC_01234	NC_007795.1	1181770	1182651	+	882	359	78	496	110	162	1140	551
gene-SAOUHSC_01235	NC_007795.1	1182788	1183510	+	723	60	10	58	68	66	14	68
gene-SAOUHSC_01236	NC_007795.1	1183529	1184083	+	555	46	1	15	13	20	15	75
gene-SAOUHSC_01237	NC_007795.1	1184456	1185226	+	771	28	4	24	13	15	11	45
gene-SAOUHSC_01238	NC_007795.1	1185233	1186015	+	783	20	4	4	20	12	14	86
gene-SAOUHSC_01239	NC_007795.1	1186354	1187538	+	1185	146	2	100	123	60	136	328
gene-SAOUHSC_01240	NC_007795.1	1187558	1189261	+	1704	222	32	490	116	115	162	1001
gene-SAOUHSC_01241	NC_007795.1	1189525	1193835	+	4311	1697	368	1070	639	1038	961	4910
gene-SAOUHSC_01242	NC_007795.1	1194125	1194592	+	468	28	2	26	26	26	10	79
gene-SAOUHSC_01243	NC_007795.1	1194613	1195788	+	1176	523	92	290	248	412	127	585
gene-SAOUHSC_01244	NC_007795.1	1195809	1196093	+	285	169	25	76	115	124	53	305
gene-SAOUHSC_01245	NC_007795.1	1196090	1196407	+	318	77	9	30	59	79	29	182
gene-SAOUHSC_01246	NC_007795.1	1196412	1198529	+	2118	2980	734	820	1748	2620	1358	3390
gene-SAOUHSC_01247	NC_007795.1	1198915	1199265	+	351	24	0	16	0	2	2	0
gene-SAOUHSC_01248	NC_007795.1	1199434	1200351	+	918	0	0	0	0	0	5	6
gene-SAOUHSC_01249	NC_007795.1	1200366	1201337	+	972	50	48	136	82	91	24	462
gene-SAOUHSC_01250	NC_007795.1	1201452	1201721	+	270	178	48	58	385	116	37	1015
gene-SAOUHSC_01251	NC_007795.1	1202091	1204187	+	2097	656	236	256	1531	1105	149	3108
gene-SAOUHSC_01252	NC_007795.1	1204525	1206096	+	1572	746	327	802	556	506	842	2052
gene-SAOUHSC_01253	NC_007795.1	1206478	1208721	+	2244	1191	500	514	1237	1162	841	1639
gene-SAOUHSC_01254	NC_007795.1	1208726	1209439	+	714	35	29	38	11	16	21	36
gene-SAOUHSC_01255	NC_007795.1	1209470	1210735	+	1266	8	2	4	0	6	6	4
gene-SAOUHSC_01256	NC_007795.1	1210735	1212021	+	1287	56	12	21	2	22	34	58
gene-SAOUHSC_01257	NC_007795.1	1212021	1212725	+	705	141	38	81	17	32	23	51
gene-SAOUHSC_01258	NC_007795.1	1212830	1213657	+	828	143	11	55	18	24	33	45
gene-SAOUHSC_01259	NC_007795.1	1213676	1214068	+	393	5	0	31	0	2	6	60
gene-SAOUHSC_01260	NC_007795.1	1214102	1214680	+	579	46	16	16	16	2	4	55
gene-SAOUHSC_01261	NC_007795.1	1214907	1216058	+	1152	132	24	131	52	98	96	248
gene-SAOUHSC_01262	NC_007795.1	1216223	1217266	+	1044	2615	526	4227	838	1035	515	4018
gene-SAOUHSC_01263	NC_007795.1	1217620	1219179	+	1560	20295	3737	4444	9906	10973	7862	31979
gene-SAOUHSC_01264	NC_007795.1	1219476	1219691	-	216	2	0	6	0	0	0	6
gene-SAOUHSC_01265	NC_007795.1	1219865	1220662	+	798	2	0	8	0	0	0	14
gene-SAOUHSC_01266	NC_007795.1	1220802	1222562	+	1761	320	48	81	262	261	189	933
gene-SAOUHSC_01267	NC_007795.1	1222563	1223429	+	867	132	16	33	54	52	42	310
gene-SAOUHSC_01268	NC_007795.1	1223523	1223816	+	294	0	0	15	0	0	6	2
gene-SAOUHSC_01269	NC_007795.1	1223950	1225494	+	1545	34	36	56	34	31	36	68
gene-SAOUHSC_01270	NC_007795.1	1225495	1225860	+	366	4	0	17	12	5	10	10
gene-SAOUHSC_01271	NC_007795.1	1225887	1226378	+	492	34	0	52	14	30	30	16
gene-SAOUHSC_01272	NC_007795.1	1226777	1229299	+	2523	64	10	30	16	54	16	108
gene-SAOUHSC_01273	NC_007795.1	1229312	1231321	+	2010	0	0	16	0	8	0	4
gene-SAOUHSC_01274	NC_007795.1	1231327	1231869	+	543	2	0	2	4	0	0	0
gene-SAOUHSC_01275	NC_007795.1	1232334	1233152	+	819	170	26	45	85	133	34	198
gene-SAOUHSC_01276	NC_007795.1	1233281	1234777	+	1497	98	0	33	33	28	30	42
gene-SAOUHSC_01278	NC_007795.1	1234935	1236608	+	1674	2511	296	844	583	1628	836	3748
gene-SAOUHSC_01279	NC_007795.1	1236758	1237672	+	915	0	0	0	0	0	14	10
gene-SAOUHSC_01280	NC_007795.1	1237690	1238625	+	936	55	2	16	5	21	30	81
gene-SAOUHSC_01281	NC_007795.1	1238640	1238873	+	234	14	10	0	6	12	14	39
gene-SAOUHSC_01282	NC_007795.1	1239095	1239571	-	477	0	0	8	26	48	26	42
gene-SAOUHSC_01283	NC_007795.1	1239683	1240921	+	1239	15	7	0	13	16	4	92
gene-SAOUHSC_01284	NC_007795.1	1240940	1242178	+	1239	118	96	112	36	84	56	496
gene-SAOUHSC_01285	NC_007795.1	1242421	1242789	+	369	215	18	152	44	85	68	462
gene-SAOUHSC_01287	NC_007795.1	1242808	1244148	+	1341	1722	684	1652	457	830	1221	5124
gene-SAOUHSC_01288	NC_007795.1	1244641	1244838	+	198	0	0	0	0	0	0	0
gene-SAOUHSC_01289	NC_007795.1	1245527	1245751	+	225	4	0	0	0	0	0	0
gene-SAOUHSC_01290	NC_007795.1	1246045	1246251	+	207	0	0	0	0	0	0	0
gene-SAOUHSC_01291	NC_007795.1	1246952	1247062	+	111	0	0	0	0	0	0	0
